"LibraryCode"	"LibraryBarcode"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"
"cm010"	9	17485	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	10	7788	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	11	12334	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	12	23218	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	13	15097	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	14	9603	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	15	11901	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	16	9932	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	17	17056	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	18	12427	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	19	9694	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	20	18455	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	21	18694	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	22	14200	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	23	11758	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
"cm010"	24	29	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963
