SampleID	CollectionDate	Subj_Certainty	Subject	n_16s_extract	n_16s_sample	ExtractID	ExtractDate	ExtractConc	ExtractedBy	ExtractKit	ExtractBox	ExtractNotes
BLANK-001	2010-01-01	yes	Unknown	0	0	BLANK-001	2010-01-01	0	Unknown	Unknown	Unknown	Unknown
BLANK-002	2010-01-01	yes	Unknown	0	0	BLANK-002	2010-01-01	0	Unknown	Unknown	Unknown	Unknown
BLANK-003	2010-01-01	yes	Unknown	0	0	BLANK-003	2010-01-01	0	Unknown	Unknown	Unknown	Unknown
